transaction_id,member_id,date,mcc,amount
T0044573,M00997,2026-06-21,3501,7.19
T0044574,M00997,2026-05-01,3000,181.51
T0044575,M00997,2026-01-21,5541,167.79
T0044576,M00997,2026-04-21,5311,230.22
T0044577,M00997,2026-05-15,5311,126.06
T0044578,M00997,2026-06-18,3502,66.86
T0044579,M00997,2025-12-30,3501,51.5
T0044580,M00997,2026-05-30,3501,13.44
T0044581,M00997,2026-06-18,7011,77.3
T0044582,M00997,2026-03-11,5411,15.85
T0044583,M00997,2025-12-10,5812,785.34
T0044584,M00997,2026-03-21,3002,23.76
T0044585,M00997,2026-04-07,3503,61.84
T0044586,M00997,2026-01-03,3503,300.79
T0044587,M00997,2026-03-01,7011,46.25
T0044588,M00997,2025-09-08,5541,46.56
T0044589,M00998,2025-08-21,3002,5.02
T0044590,M00998,2025-09-03,3503,18.0
T0044591,M00998,2026-02-02,5732,116.93
T0044592,M00998,2026-04-03,3000,355.25
T0044593,M00998,2026-01-21,5732,27.35
T0044594,M00998,2026-03-09,3502,81.19
T0044595,M00998,2025-11-07,5311,1000.7
T0044596,M00998,2025-07-29,5941,117.54
T0044597,M00998,2026-02-09,5722,176.99
T0044598,M00998,2025-12-06,3502,31.0
T0044599,M00998,2026-01-26,5311,314.94
T0044600,M00998,2025-09-07,3502,33.37
T0044601,M00998,2026-07-06,3000,27.99
T0044602,M00998,2026-07-05,7011,292.77
T0044603,M00998,2026-01-19,5541,35.27
T0044604,M00998,2026-01-29,3503,66.44
T0044605,M00998,2025-09-15,5814,339.06
T0044606,M00998,2025-08-01,3503,26.73
T0044607,M00998,2026-03-26,5722,52.63
T0044608,M00998,2026-04-26,5941,36.23
T0044609,M00998,2025-09-15,3001,48.0
T0044610,M00998,2025-09-02,4511,69.36
T0044611,M00998,2025-08-03,5411,254.7
T0044612,M00998,2026-01-12,3000,344.57
T0044613,M00998,2025-08-25,3001,77.93
T0044614,M00998,2026-04-03,3000,32.25
T0044615,M00998,2025-09-20,5411,131.37
T0044616,M00998,2026-06-18,5812,67.04
T0044617,M00998,2026-03-20,3503,69.26
T0044618,M00998,2026-04-02,5311,23.76
T0044619,M00998,2025-12-12,5941,13.24
T0044620,M00998,2025-09-16,3000,65.44
T0044621,M00998,2025-12-08,7011,22.89
T0044622,M00998,2025-08-27,5311,39.24
T0044623,M00998,2026-01-02,5941,293.73
T0044624,M00998,2025-09-12,5541,62.17
T0044625,M00998,2025-11-22,4900,201.76
T0044626,M00998,2026-06-29,5651,89.67
T0044627,M00998,2025-10-15,7011,119.56
T0044628,M00998,2025-08-12,5651,38.47
T0044629,M00998,2025-12-25,3502,211.22
T0044630,M00998,2025-08-22,5814,91.0
T0044631,M00998,2026-03-09,5651,51.19
T0044632,M00998,2026-06-25,4511,90.95
T0044633,M00998,2026-01-30,3502,32.61
T0044634,M00998,2025-11-16,5812,49.72
T0044635,M00998,2026-03-10,5722,63.1
T0044636,M00998,2025-12-05,3001,39.42
T0044637,M00998,2026-05-17,5311,316.94
T0044638,M00998,2025-08-30,7011,44.03
T0044639,M00998,2025-11-03,3002,535.14
T0044640,M00998,2026-04-23,7011,71.33
T0044641,M00998,2026-05-24,7011,52.76
T0044642,M00998,2025-08-15,5651,40.27
T0044643,M00998,2026-04-16,7011,101.74
T0044644,M00998,2026-01-29,3502,163.07
T0044645,M00998,2026-02-17,4900,5.27
T0044646,M00999,2025-12-21,7011,178.01
T0044647,M00999,2026-05-27,3001,181.22
T0044648,M00999,2026-04-01,3503,69.48
T0044649,M00999,2026-03-04,4900,82.14
T0044650,M00999,2025-10-02,3000,15.96
T0044651,M00999,2026-01-12,5651,38.58
T0044652,M00999,2025-11-29,4511,36.16
T0044653,M00999,2025-09-20,5732,42.56
T0044654,M00999,2025-11-09,5541,159.52
T0044655,M00999,2025-09-06,5411,240.26
T0044656,M00999,2025-08-04,5732,122.8
T0044657,M00999,2026-06-23,5722,48.26
T0044658,M00999,2026-01-16,5941,31.62
T0044659,M00999,2025-10-26,4900,73.0
T0044660,M00999,2026-04-27,4900,89.7
T0044661,M00999,2026-05-28,3502,53.46
T0044662,M00999,2026-06-30,5812,34.5
T0044663,M00999,2026-02-07,3000,123.38
T0044664,M00999,2026-03-25,3001,136.12
T0044665,M00999,2026-02-24,5651,17.96
T0044666,M00999,2026-05-26,5732,45.43
T0044667,M00999,2026-04-27,5812,145.17
T0044668,M00999,2026-07-06,5651,179.21
T0044669,M00999,2026-03-31,5722,71.13
T0044670,M00999,2026-06-17,3503,96.09
T0044671,M00999,2026-07-11,5722,85.84
T0044672,M00999,2026-05-08,5541,173.18
T0044673,M00999,2025-09-13,5814,21.99
T0044674,M00999,2025-12-01,5732,87.15
T0044675,M00999,2025-09-21,5411,27.42
T0044676,M00999,2026-04-25,3503,197.96
T0044677,M00999,2026-03-20,3000,23.14
T0044678,M00999,2026-05-08,5814,100.33
T0044679,M00999,2026-04-01,5311,27.56
T0044680,M00999,2026-07-17,5722,141.52
T0044681,M00999,2026-04-10,5812,103.47
T0044682,M00999,2025-10-19,4511,84.75
T0044683,M00999,2026-05-01,5941,473.87
T0044684,M00999,2026-05-12,3001,33.03
T0044685,M00999,2026-07-19,5311,168.35
T0044686,M00999,2026-01-05,5722,215.3
T0044687,M01000,2026-05-18,3001,168.4
T0044688,M01000,2026-06-05,5411,36.38
T0044689,M01000,2026-02-18,5541,49.54
T0044690,M01000,2025-12-28,5311,28.76
T0044691,M01000,2026-07-12,3502,46.37
T0044692,M01000,2026-03-08,5541,289.35
T0044693,M01000,2025-11-08,5812,48.46
T0044694,M01000,2026-03-17,7011,74.13
T0044695,M01000,2025-08-04,3503,32.28
T0044696,M01000,2025-09-15,5732,65.69
T0044697,M01000,2025-09-01,5812,152.42
T0044698,M01000,2025-09-23,5732,108.79
T0044699,M01000,2026-04-25,7011,275.42
T0044700,M01000,2025-12-30,5732,19.89
T0044701,M01000,2026-03-08,4511,31.3
T0044702,M01000,2026-06-30,4900,44.13
T0044703,M01000,2026-04-19,5732,306.41
T0044704,M01000,2025-09-01,5812,89.91
T0044705,M01000,2025-12-14,5722,16.17
T0044706,M01000,2025-12-01,4900,198.79
T0044707,M01000,2026-04-30,5411,74.41
T0044708,M01000,2026-05-02,4511,162.44
T0044709,M01000,2026-04-05,5541,324.91
T0044710,M01000,2026-04-18,5411,25.09
T0044711,M01000,2026-02-25,4511,324.81
T0044712,M01000,2026-03-30,7011,61.92
T0044713,M01000,2026-03-09,5311,44.08
T0044714,M01000,2026-06-15,5812,77.84
T0044715,M01000,2026-01-08,4900,20.24
T0044716,M01000,2026-03-09,5311,65.37
T0044717,M01000,2025-10-22,3501,52.32
T0044718,M01000,2025-12-22,3002,26.1
T0044719,M01000,2026-04-13,5722,34.94
T0044720,M01000,2025-08-26,5732,208.12
T0044721,M01000,2025-12-25,4511,55.83
T0044722,M01000,2025-09-08,3000,25.01
T0044723,M01000,2026-05-24,5722,104.39
T0044724,M01000,2026-03-11,5541,143.55
T0044725,M01000,2026-03-23,4900,66.55
T0044726,M01000,2026-04-24,7011,19.41
T0044727,M01000,2025-09-15,5311,5.23
T0044728,M01000,2026-01-05,4511,27.09
T0044729,M01001,2026-02-18,4511,191.38
T0044730,M01001,2025-12-04,3000,174.66
T0044731,M01001,2026-03-11,4900,30.08
T0044732,M01001,2026-02-05,3001,52.67
T0044733,M01001,2026-05-24,5814,134.0
T0044734,M01001,2026-05-15,3000,58.06
T0044735,M01001,2025-12-12,3502,170.09
T0044736,M01001,2026-06-17,3503,60.51
T0044737,M01001,2026-04-21,3501,107.94
T0044738,M01001,2026-04-21,3000,48.29
T0044739,M01001,2026-07-07,4900,30.45
T0044740,M01001,2026-06-19,7011,213.94
T0044741,M01001,2026-04-03,5814,14.85
T0044742,M01001,2025-07-28,3001,36.61
T0044743,M01001,2025-09-12,3002,60.68
T0044744,M01001,2026-02-03,5722,157.38
T0044745,M01001,2026-07-16,3001,27.69
T0044746,M01001,2026-01-22,5722,75.7
T0044747,M01001,2026-03-02,5722,16.67
T0044748,M01001,2025-08-22,5311,103.58
T0044749,M01001,2026-01-23,5812,413.11
T0044750,M01001,2025-12-24,5411,9.4
T0044751,M01001,2026-04-11,5541,32.22
T0044752,M01001,2025-08-26,5541,154.0
T0044753,M01001,2025-09-14,5732,1266.04
T0044754,M01001,2025-08-27,7011,120.07
T0044755,M01001,2026-01-11,5941,32.15
T0044756,M01001,2026-03-18,5941,57.48
T0044757,M01001,2025-09-03,4900,19.55
T0044758,M01001,2025-11-22,3502,149.18
T0044759,M01001,2026-03-29,4511,189.83
T0044760,M01001,2026-02-25,5311,272.13
T0044761,M01001,2026-07-11,5812,47.94
T0044762,M01001,2026-05-14,5732,29.74
T0044763,M01001,2025-07-27,5812,297.37
T0044764,M01001,2025-07-26,3503,265.29
T0044765,M01001,2025-12-02,4900,24.83
T0044766,M01001,2025-10-11,3503,45.81
T0044767,M01001,2025-09-27,3501,146.87
T0044768,M01001,2026-06-01,5812,51.82
T0044769,M01001,2025-11-21,5732,68.83
T0044770,M01001,2026-02-13,5411,15.35
T0044771,M01001,2026-07-09,5812,21.71
T0044772,M01001,2025-11-18,5814,60.86
T0044773,M01001,2025-09-02,5732,33.16
T0044774,M01001,2025-08-09,3000,21.16
T0044775,M01001,2025-10-31,5812,48.71
T0044776,M01001,2026-06-23,5311,27.73
T0044777,M01001,2026-07-19,5311,68.58
T0044778,M01001,2026-04-03,5732,179.92
T0044779,M01001,2026-06-08,5941,49.34
T0044780,M01001,2026-06-22,4900,43.55
T0044781,M01001,2026-06-28,5311,195.14
T0044782,M01001,2025-10-06,5812,138.87
T0044783,M01002,2025-10-10,5812,148.12
T0044784,M01002,2026-05-27,5732,37.65
T0044785,M01002,2026-04-13,4900,29.21
T0044786,M01002,2025-10-25,5411,191.25
T0044787,M01002,2025-11-04,5941,38.73
T0044788,M01002,2026-02-02,5941,16.6
T0044789,M01002,2026-02-25,5941,85.3
T0044790,M01002,2025-11-27,5541,66.18
T0044791,M01002,2025-09-29,5812,26.51
T0044792,M01002,2025-12-18,3501,184.54
T0044793,M01002,2026-02-27,5311,113.4
T0044794,M01002,2026-06-13,3502,113.03
T0044795,M01002,2026-04-24,3002,108.2
T0044796,M01002,2026-05-13,3501,198.26
T0044797,M01002,2025-08-11,3501,57.09
T0044798,M01002,2026-01-16,3000,19.27
T0044799,M01002,2025-11-04,5411,54.21
T0044800,M01002,2026-06-28,5411,12.74
T0044801,M01002,2025-09-29,5651,23.06
T0044802,M01002,2026-02-11,3002,336.66
T0044803,M01002,2026-05-03,5812,22.18
T0044804,M01002,2025-07-25,5311,20.62
T0044805,M01002,2026-01-20,4900,130.27
T0044806,M01002,2025-08-19,5814,158.1
T0044807,M01002,2026-05-14,5541,12.6
T0044808,M01002,2026-03-29,5411,85.52
T0044809,M01002,2026-06-21,3501,38.54
T0044810,M01002,2025-10-25,5411,92.81
T0044811,M01002,2026-02-05,3002,49.27
T0044812,M01002,2026-03-15,3502,17.02
T0044813,M01002,2026-04-05,5812,41.21
T0044814,M01002,2026-03-10,5722,124.68
T0044815,M01002,2026-02-24,3502,465.78
T0044816,M01002,2025-12-28,5311,98.48
T0044817,M01002,2026-02-14,5411,45.11
T0044818,M01002,2026-04-22,3001,20.5
T0044819,M01002,2025-11-04,3001,56.91
T0044820,M01002,2026-05-06,5812,45.68
T0044821,M01002,2026-07-11,5732,90.54
T0044822,M01002,2026-07-16,5941,62.83
T0044823,M01002,2026-02-24,3000,107.72
T0044824,M01002,2026-06-03,5311,46.54
T0044825,M01002,2026-06-19,3503,368.38
T0044826,M01002,2025-08-29,5311,119.56
T0044827,M01002,2025-09-18,7011,32.89
T0044828,M01003,2026-07-10,3503,28.37
T0044829,M01003,2025-11-30,5311,29.93
T0044830,M01003,2026-03-15,3000,251.74
T0044831,M01003,2026-07-18,5812,55.77
T0044832,M01003,2026-03-06,5941,35.56
T0044833,M01003,2025-09-11,5814,78.58
T0044834,M01003,2026-01-26,5311,114.67
T0044835,M01003,2025-11-08,5732,326.75
T0044836,M01003,2026-01-15,3001,14.92
T0044837,M01003,2026-04-25,5814,235.88
T0044838,M01003,2026-04-02,3501,8.44
T0044839,M01003,2025-11-10,3002,165.06
T0044840,M01003,2026-06-15,3501,213.42
T0044841,M01003,2026-05-23,4900,224.77
T0044842,M01003,2026-05-22,3000,117.78
T0044843,M01003,2026-03-17,5812,22.99
T0044844,M01003,2025-08-07,4900,140.76
T0044845,M01003,2025-08-30,5541,22.93
T0044846,M01003,2026-05-27,3501,26.08
T0044847,M01003,2026-06-11,3001,42.26
T0044848,M01003,2025-12-09,3000,46.24
T0044849,M01003,2025-10-06,5732,84.83
T0044850,M01003,2026-02-07,3000,33.27
T0044851,M01003,2025-11-28,5941,92.73
T0044852,M01003,2026-01-28,4511,16.91
T0044853,M01003,2025-11-12,5722,69.33
T0044854,M01003,2025-10-14,5411,50.78
T0044855,M01003,2026-01-06,4900,183.8
T0044856,M01003,2026-02-19,5941,203.26
T0044857,M01003,2025-10-29,5941,56.26
T0044858,M01003,2025-12-19,5722,9.4
T0044859,M01003,2025-10-12,5812,15.27
T0044860,M01003,2026-01-06,5941,205.15
T0044861,M01003,2025-07-28,5814,57.78
T0044862,M01003,2026-01-03,5722,383.43
T0044863,M01003,2026-03-12,3000,163.48
T0044864,M01003,2025-09-02,3002,86.07
T0044865,M01003,2025-08-18,5941,75.83
T0044866,M01003,2025-10-02,5651,21.14
T0044867,M01003,2025-11-28,5814,35.47
T0044868,M01003,2025-07-29,4511,101.12
T0044869,M01004,2025-10-07,3000,47.22
T0044870,M01004,2026-05-07,3501,55.72
T0044871,M01004,2026-02-17,3001,43.31
T0044872,M01004,2026-07-09,4511,27.21
T0044873,M01004,2026-02-10,3001,153.68
T0044874,M01004,2025-09-03,3502,141.67
T0044875,M01004,2026-03-24,5722,594.12
T0044876,M01004,2026-06-09,4900,79.59
T0044877,M01004,2026-04-21,7011,60.54
T0044878,M01004,2026-07-13,5732,106.41
T0044879,M01004,2026-01-04,5722,50.0
T0044880,M01004,2025-12-16,4900,27.51
T0044881,M01004,2025-12-20,5941,72.88
T0044882,M01004,2026-07-02,4900,105.41
T0044883,M01004,2026-02-20,3002,112.63
T0044884,M01004,2025-11-24,3503,103.97
T0044885,M01004,2026-07-04,5411,193.23
T0044886,M01004,2025-11-13,5541,112.23
T0044887,M01004,2025-09-28,5541,87.41
T0044888,M01004,2025-10-08,3502,18.81
T0044889,M01004,2025-08-07,5812,85.27
T0044890,M01004,2025-10-30,3503,56.21
T0044891,M01004,2025-11-10,3002,21.72
T0044892,M01004,2026-04-03,3000,110.04
T0044893,M01004,2026-04-13,4900,111.97
T0044894,M01004,2025-09-17,5541,102.04
T0044895,M01004,2026-01-29,5722,116.23
T0044896,M01004,2026-02-10,4900,75.48
T0044897,M01004,2025-11-03,5311,52.11
T0044898,M01004,2026-02-16,3502,391.52
T0044899,M01004,2025-08-03,5812,77.34
T0044900,M01004,2026-01-22,5812,5.25
T0044901,M01004,2026-01-23,4511,5.88
T0044902,M01004,2025-10-11,5732,222.5
T0044903,M01004,2026-03-19,5941,10.65
T0044904,M01004,2026-02-06,3000,38.69
T0044905,M01004,2025-09-17,4511,19.77
T0044906,M01004,2026-04-04,5651,49.28
T0044907,M01004,2026-04-15,5651,98.11
T0044908,M01004,2026-04-06,3501,34.31
T0044909,M01004,2026-05-18,5651,29.5
T0044910,M01004,2026-02-19,5541,138.28
T0044911,M01004,2026-02-03,5411,926.93
T0044912,M01004,2026-01-31,5651,114.48
T0044913,M01004,2025-12-05,3001,26.74
T0044914,M01004,2026-03-25,5651,159.36
T0044915,M01004,2025-09-16,5812,381.51
T0044916,M01004,2025-09-04,3503,193.13
T0044917,M01004,2026-05-19,5651,14.24
T0044918,M01004,2025-09-26,7011,113.12
T0044919,M01004,2025-08-05,3000,42.14
T0044920,M01004,2026-05-31,3002,70.28
T0044921,M01005,2026-01-18,7011,45.87
T0044922,M01005,2026-04-22,3503,275.29
T0044923,M01005,2025-08-25,3501,66.49
T0044924,M01005,2026-02-19,5812,53.33
T0044925,M01005,2026-02-08,5541,118.13
T0044926,M01005,2025-08-21,3503,95.32
T0044927,M01005,2026-01-03,5732,121.56
T0044928,M01005,2026-05-24,3001,58.37
T0044929,M01005,2025-12-30,5941,253.28
T0044930,M01005,2026-05-23,3503,179.52
T0044931,M01005,2026-07-23,4900,65.87
T0044932,M01005,2026-05-26,5732,151.82
T0044933,M01005,2025-11-17,3002,51.26
T0044934,M01005,2025-08-16,4511,117.95
T0044935,M01005,2026-05-03,3501,152.22
T0044936,M01005,2026-02-18,4900,85.6
T0044937,M01005,2025-12-29,5941,29.37
T0044938,M01005,2025-08-27,4511,20.22
T0044939,M01005,2026-07-02,5541,89.43
T0044940,M01005,2026-01-20,4511,32.33
T0044941,M01005,2026-05-28,5651,191.39
T0044942,M01005,2026-06-28,4900,14.75
T0044943,M01005,2026-07-14,5814,248.95
T0044944,M01005,2026-07-16,3502,70.17
T0044945,M01005,2025-08-06,5941,28.38
T0044946,M01005,2026-01-27,3002,42.46
T0044947,M01005,2025-11-21,5651,54.4
T0044948,M01005,2026-06-22,4511,108.1
T0044949,M01005,2025-11-28,4900,19.58
T0044950,M01005,2025-11-27,5311,25.56
T0044951,M01005,2026-03-19,7011,48.22
T0044952,M01005,2026-05-31,5814,64.67
T0044953,M01005,2026-05-28,5651,136.52
T0044954,M01005,2025-09-27,3002,87.29
T0044955,M01005,2025-08-30,5722,45.17
T0044956,M01005,2025-08-03,7011,84.47
T0044957,M01005,2026-06-14,5311,78.69
T0044958,M01005,2026-06-22,5814,51.85
T0044959,M01005,2025-12-21,3502,74.91
T0044960,M01005,2025-12-15,5732,7.76
T0044961,M01005,2025-12-13,5814,169.61
T0044962,M01006,2026-05-07,4900,29.64
T0044963,M01006,2025-07-29,5411,118.1
T0044964,M01006,2025-09-09,5541,9.92
T0044965,M01006,2025-10-11,5651,11.41
T0044966,M01006,2026-01-25,3001,52.62
T0044967,M01006,2025-07-24,4511,37.39
T0044968,M01006,2025-12-16,5311,190.06
T0044969,M01006,2026-01-03,4511,216.66
T0044970,M01006,2026-02-08,5941,240.72
T0044971,M01006,2026-02-04,5812,121.25
T0044972,M01006,2026-03-09,5812,126.6
T0044973,M01006,2025-11-23,4511,18.51
T0044974,M01006,2025-08-17,5311,270.35
T0044975,M01006,2025-09-15,5732,233.2
T0044976,M01006,2026-06-01,3502,16.78
T0044977,M01006,2025-08-31,5941,106.49
T0044978,M01006,2026-02-01,5814,38.6
T0044979,M01006,2025-09-06,3502,423.95
T0044980,M01006,2026-03-14,3001,25.15
T0044981,M01006,2026-04-01,5651,73.16
T0044982,M01006,2026-01-09,5812,80.32
T0044983,M01006,2026-04-01,5732,63.22
T0044984,M01006,2026-07-10,3000,571.55
T0044985,M01006,2026-07-20,5732,361.79
T0044986,M01006,2026-02-16,3501,12.97
T0044987,M01006,2025-08-25,5812,108.54
T0044988,M01006,2026-07-01,5541,65.93
T0044989,M01006,2026-05-03,5814,153.59
T0044990,M01006,2026-02-13,5732,82.51
T0044991,M01006,2025-09-10,3502,29.59
T0044992,M01006,2025-11-03,4900,23.63
T0044993,M01006,2025-11-03,4900,44.62
T0044994,M01006,2026-03-28,5651,59.11
T0044995,M01006,2026-06-09,3002,80.96
T0044996,M01006,2025-09-23,3502,37.69
T0044997,M01006,2026-04-13,5541,367.22
T0044998,M01006,2025-12-25,5411,113.89
T0044999,M01006,2025-12-27,4900,159.81
T0045000,M01006,2026-03-15,3001,58.05
T0045001,M01006,2026-03-05,5651,23.63
T0045002,M01006,2025-08-21,5722,161.31
T0045003,M01006,2026-05-27,5651,24.69
T0045004,M01006,2025-11-18,5311,8.82
T0045005,M01006,2026-01-09,5722,117.4
T0045006,M01006,2026-05-11,5941,31.32
T0045007,M01006,2025-11-10,4900,47.74
T0045008,M01006,2025-09-27,3002,133.48
T0045009,M01006,2026-05-20,3503,26.3
T0045010,M01006,2026-07-22,5814,13.43
T0045011,M01006,2026-05-07,5732,225.75
T0045012,M01007,2026-07-20,5814,124.73
T0045013,M01007,2025-08-18,5732,128.46
T0045014,M01007,2026-05-03,5941,78.53
T0045015,M01007,2026-02-02,3002,78.46
T0045016,M01007,2026-05-15,3501,207.37
T0045017,M01007,2025-09-15,3002,150.58
T0045018,M01007,2025-07-30,5722,37.0
T0045019,M01007,2025-11-06,3000,109.18
T0045020,M01007,2025-09-27,4900,35.9
T0045021,M01007,2026-06-01,5941,48.78
T0045022,M01007,2026-05-12,5941,117.73
T0045023,M01007,2026-07-07,4511,35.36
T0045024,M01007,2025-09-24,5411,77.29
T0045025,M01007,2026-07-17,5651,97.52
T0045026,M01007,2026-04-19,3001,47.5
T0045027,M01007,2025-08-12,3001,136.96
T0045028,M01007,2026-05-07,5814,42.97
T0045029,M01007,2026-01-01,5732,171.17
T0045030,M01007,2025-07-31,5722,76.0
T0045031,M01007,2026-02-10,3503,79.27
T0045032,M01007,2025-11-15,3000,27.15
T0045033,M01007,2026-04-23,5812,52.74
T0045034,M01007,2025-09-21,5941,81.03
T0045035,M01007,2025-12-04,5941,185.75
T0045036,M01007,2026-04-30,3000,48.34
T0045037,M01007,2026-04-19,5311,185.07
T0045038,M01007,2025-09-20,4511,31.32
T0045039,M01007,2026-02-04,3002,93.15
T0045040,M01007,2026-07-23,5814,40.17
T0045041,M01007,2026-03-02,3000,312.36
T0045042,M01007,2026-01-12,5541,260.78
T0045043,M01007,2025-08-30,4900,88.74
T0045044,M01007,2025-12-22,5941,39.05
T0045045,M01007,2026-03-02,4900,14.63
T0045046,M01007,2026-06-25,5814,97.35
T0045047,M01007,2026-07-09,3502,82.07
T0045048,M01007,2025-12-26,3501,157.3
T0045049,M01007,2026-01-01,5814,15.39
T0045050,M01007,2026-07-13,5732,76.82
T0045051,M01007,2025-09-02,5311,102.41
T0045052,M01007,2026-03-19,5541,27.06
T0045053,M01007,2025-08-12,5411,74.93
T0045054,M01007,2026-02-10,4511,32.23
T0045055,M01007,2025-12-23,7011,29.21
T0045056,M01007,2026-01-08,5651,39.23
T0045057,M01007,2026-03-26,3001,51.11
T0045058,M01007,2026-04-21,4900,230.15
T0045059,M01007,2026-05-18,3000,48.34
T0045060,M01007,2026-04-16,3001,28.62
T0045061,M01007,2026-03-07,3000,150.34
T0045062,M01007,2026-07-13,3001,186.36
T0045063,M01007,2025-11-22,5651,151.33
T0045064,M01007,2026-02-16,5812,262.24
T0045065,M01008,2025-11-17,5722,80.82
T0045066,M01008,2026-07-18,3501,270.16
T0045067,M01008,2026-06-12,5814,60.81
T0045068,M01008,2025-09-18,3501,49.23
T0045069,M01008,2026-02-28,5941,45.01
T0045070,M01008,2026-02-25,5941,126.04
T0045071,M01008,2025-12-18,5941,72.5
T0045072,M01008,2025-08-28,5651,80.6
T0045073,M01008,2026-06-13,5722,48.21
T0045074,M01008,2025-10-26,3001,54.69
T0045075,M01008,2026-05-09,4511,57.51
T0045076,M01008,2025-12-25,5651,276.32
T0045077,M01008,2025-09-21,3502,11.01
T0045078,M01008,2026-04-26,3000,104.4
T0045079,M01008,2026-05-16,3502,197.98
T0045080,M01008,2025-10-24,3503,10.61
T0045081,M01008,2026-05-12,3501,62.09
T0045082,M01008,2026-06-08,5814,178.06
T0045083,M01008,2025-11-26,5411,31.41
T0045084,M01008,2026-05-11,5411,87.23
T0045085,M01008,2026-01-02,5732,26.26
T0045086,M01008,2026-01-23,3501,68.93
T0045087,M01008,2026-01-21,5732,239.27
T0045088,M01008,2025-11-03,3002,363.44
T0045089,M01008,2025-08-20,5541,86.08
T0045090,M01008,2026-04-09,5941,18.56
T0045091,M01008,2026-07-16,5814,48.89
T0045092,M01008,2026-03-09,3002,10.88
T0045093,M01008,2025-12-26,3001,49.7
T0045094,M01008,2026-04-04,5311,174.98
T0045095,M01008,2025-12-05,3002,17.07
T0045096,M01008,2025-09-22,5541,54.21
T0045097,M01008,2025-08-23,5812,29.48
T0045098,M01009,2026-06-29,5411,156.08
T0045099,M01009,2025-08-27,3502,89.35
T0045100,M01009,2025-11-08,5651,142.73
T0045101,M01009,2026-05-10,7011,196.5
T0045102,M01009,2025-11-03,5541,69.29
T0045103,M01009,2025-11-01,5732,39.21
T0045104,M01009,2026-06-19,5812,26.17
T0045105,M01009,2026-05-09,3502,387.12
T0045106,M01009,2025-09-08,3501,151.51
T0045107,M01009,2026-06-08,5311,7.22
T0045108,M01009,2025-12-21,5812,52.22
T0045109,M01009,2025-09-16,3002,101.1
T0045110,M01009,2026-02-19,5722,355.05
T0045111,M01009,2026-07-10,3501,22.14
T0045112,M01009,2026-04-26,5732,102.14
T0045113,M01009,2026-04-12,5311,44.71
T0045114,M01009,2025-12-19,4511,20.15
T0045115,M01009,2025-11-16,5941,256.06
T0045116,M01009,2026-05-10,4900,25.43
T0045117,M01009,2025-11-10,3501,176.05
T0045118,M01009,2026-04-08,5814,13.54
T0045119,M01009,2025-08-17,3002,40.85
T0045120,M01009,2025-11-06,5732,118.16
T0045121,M01009,2025-08-24,4900,136.56
T0045122,M01009,2026-07-14,5651,103.22
T0045123,M01009,2026-04-14,3503,178.65
T0045124,M01009,2026-06-25,3002,49.97
T0045125,M01009,2025-10-08,3002,268.38
T0045126,M01009,2025-11-12,3001,95.26
T0045127,M01009,2026-05-18,5941,139.05
T0045128,M01009,2026-03-04,5812,95.93
T0045129,M01009,2026-02-01,3001,109.01
T0045130,M01009,2025-08-03,4900,24.5
T0045131,M01009,2026-04-22,7011,26.01
T0045132,M01009,2026-06-03,4900,38.82
T0045133,M01009,2025-09-26,4900,111.53
T0045134,M01009,2026-07-08,3002,37.02
T0045135,M01009,2026-02-10,7011,49.6
T0045136,M01009,2026-01-03,5812,62.01
T0045137,M01009,2026-04-28,3503,275.3
T0045138,M01009,2026-05-04,3501,121.85
T0045139,M01009,2025-10-09,3002,15.47
T0045140,M01009,2025-11-22,5732,78.23
T0045141,M01009,2025-11-19,5722,49.23
T0045142,M01009,2026-05-25,5411,53.07
T0045143,M01009,2025-12-17,3501,66.73
T0045144,M01010,2025-09-07,5311,81.77
T0045145,M01010,2026-01-24,3000,89.18
T0045146,M01010,2026-06-30,3001,53.44
T0045147,M01010,2026-03-08,3000,35.22
T0045148,M01010,2026-06-09,7011,31.33
T0045149,M01010,2026-02-20,5311,43.79
T0045150,M01010,2026-01-03,3000,139.44
T0045151,M01010,2025-08-27,3501,46.6
T0045152,M01010,2025-09-09,5311,60.39
T0045153,M01010,2025-11-20,5732,20.97
T0045154,M01010,2026-07-02,7011,41.5
T0045155,M01010,2026-02-27,5311,83.88
T0045156,M01010,2025-11-26,3000,12.59
T0045157,M01010,2026-03-23,5411,189.6
T0045158,M01010,2026-04-03,4511,36.86
T0045159,M01010,2026-05-26,5732,388.77
T0045160,M01010,2025-09-30,5732,101.49
T0045161,M01010,2025-09-29,5814,10.65
T0045162,M01010,2025-08-17,5814,88.02
T0045163,M01010,2026-06-08,5541,48.52
T0045164,M01010,2025-12-22,5541,89.12
T0045165,M01010,2026-03-22,5541,335.87
T0045166,M01010,2025-08-07,4511,134.96
T0045167,M01010,2025-10-02,5651,53.21
T0045168,M01010,2026-03-15,3502,16.5
T0045169,M01010,2025-09-10,3000,159.62
T0045170,M01010,2026-01-03,3502,111.02
T0045171,M01010,2025-07-23,3502,212.28
T0045172,M01010,2026-03-27,5651,57.81
T0045173,M01010,2025-08-11,4900,89.58
T0045174,M01010,2025-10-02,5311,52.13
T0045175,M01010,2026-07-02,5941,72.74
T0045176,M01010,2025-11-09,5732,14.67
T0045177,M01010,2025-11-21,3000,91.68
T0045178,M01010,2025-09-05,5812,97.75
T0045179,M01010,2026-06-05,5541,40.29
